셀번호,X좌표,Y좌표,행정동코드,일자,시간대,소계(남녀합계)
C0103,344.55503302612266,0.054398141717260096,0103,2023-03-17,18,324
C0101,268.4346580466913,288.5807399412834,0101,2023-03-18,9,90
C0102,169.3656295190669,158.8294411646604,0102,2023-03-18,9,199
C0103,222.66403416399294,405.9699394296499,0103,2023-03-18,9,111
C0101,496.82435334053037,188.0793373834165,0101,2023-03-18,18,261
C0102,349.6311280836526,274.4828356953817,0102,2023-03-18,18,425
C0103,444.18228450488164,255.84164656015872,0103,2023-03-18,18,393
C0101,247.23960458932314,471.35951494675993,0101,2023-03-19,9,69
C0102,498.49836479661366,78.23795764389746,0102,2023-03-19,9,470
C0103,1.7843618176387466,218.6551510365521,0103,2023-03-19,9,263
C0101,36.42800506439991,186.80081608669292,0101,2023-03-19,18,380
C0102,290.72973839380114,106.27371252558288,0102,2023-03-19,18,135
C0103,114.76882748787564,420.3360076069093,0103,2023-03-19,18,379
C0101,174.1366688389785,299.3242236985552,0101,2023-03-20,9,266
C0102,148.2233582388019,219.53581190467807,0102,2023-03-20,9,294
C0103,422.9865459460965,274.17214281294855,0103,2023-03-20,9,426
C0101,356.51614546066196,91.22624889809683,0101,2023-03-20,18,75
C0102,243.03138175342386,234.2694403535564,0102,2023-03-20,18,74
C0103,15.507003162996968,136.19425960071246,0103,2023-03-20,18,268
C0101,25.367736359447278,207.4783513104458,0101,2023-03-21,9,274
C0102,327.0370628546421,32.27400182976275,0102,2023-03-21,9,329
C0103,59.44455248246949,330.7533893314352,0103,2023-03-21,9,441
C0101,416.706004114287,102.57108360717093,0101,2023-03-21,18,289
C0102,60.17114378819161,181.01207306867352,0102,2023-03-21,18,118
C0103,242.9836206776767,49.29663304894949,0103,2023-03-21,18,336
C0101,35.64604446321212,338.84681357942833,0101,2023-03-22,9,493
C0102,334.7412355085978,147.45744153832797,0102,2023-03-22,9,183
C0103,157.39710592177124,104.90736570667436,0103,2023-03-22,9,167
C0101,8.035145046780379,63.626216930817435,0101,2023-03-22,18,492
C0102,418.145090470868,69.08086703026056,0102,2023-03-22,18,489
C0103,131.39248413882953,348.4927911289408,0103,2023-03-22,18,176
C0101,205.600589019912,420.29391131549465,0101,2023-03-23,9,428
C0102,265.5506656039081,124.53088780953713,0102,2023-03-23,9,386
C0103,396.20940476801576,432.9952770472533,0103,2023-03-23,9,242
C0101,25.856883805751018,348.9793414277199,0101,2023-03-23,18,426
C0102,351.9693181410385,471.53776994808555,0102,2023-03-23,18,187
C0103,393.1734147549628,344.54825008115665,0103,2023-03-23,18,168
C0101,439.3634855944331,346.65401515706156,0101,2023-03-24,9,318
C0102,179.7876735184973,78.81221036605119,0102,2023-03-24,9,433
C0103,181.67601732296214,407.5258444226223,0103,2023-03-24,9,341
C0101,318.97258964753894,493.77802759231537,0101,2023-03-24,18,109
C0102,447.5074378977721,335.5916641644751,0102,2023-03-24,18,295
C0103,58.23822703281084,249.4168812567849,0103,2023-03-24,18,406
C0101,265.95621163649577,391.3478798129616,0101,2023-03-25,9,454
C0102,53.24264322086347,349.0569212935835,0102,2023-03-25,9,177
C0103,246.2970647856652,421.1470298593582,0103,2023-03-25,9,99
C0101,423.13538959416445,253.9175009092095,0101,2023-03-25,18,266
C0102,391.3492549114572,360.37258945988333,0102,2023-03-25,18,486
C0103,154.6991625435204,449.59776125961463,0103,2023-03-25,18,169
C0101,115.50356381500215,348.75027813047075,0101,2023-03-26,9,463
C0102,377.5791856246209,111.64492478966321,0102,2023-03-26,9,115
C0103,297.032686375658,282.1217438685188,0103,2023-03-26,9,71
C0101,245.70166056284492,439.62401272146036,0101,2023-03-26,18,141
C0102,340.2646740760132,496.327199549583,0102,2023-03-26,18,462
C0103,321.7277171515024,281.601032077709,0103,2023-03-26,18,403
C0101,468.7143230143641,263.50671867626454,0101,2023-03-27,9,441
C0102,417.2467896845517,470.1222094601758,0102,2023-03-27,9,231
C0103,239.45844595008558,68.6192618063013,0103,2023-03-27,9,498
C0101,370.4411309645325,186.81804159172017,0101,2023-03-27,18,323
C0102,373.93942878231616,265.5256713211456,0102,2023-03-27,18,301
C0103,314.7606142214138,194.47378275819239,0103,2023-03-27,18,185
C0101,393.4127519776255,1.5400139584292871,0101,2023-03-28,9,195
C0102,153.2876387653801,479.81328173999026,0102,2023-03-28,9,418
C0103,379.5824338121817,120.52014238289455,0103,2023-03-28,9,96
C0101,249.79029599836085,261.46189863229887,0101,2023-03-28,18,490
C0102,454.75906704693267,459.20153374089267,0102,2023-03-28,18,394
C0103,489.2248197811269,164.43515479370808,0103,2023-03-28,18,363
C0101,116.16829220096642,14.628360723602796,0101,2023-03-29,9,453
C0102,301.31667165604244,152.68952495831533,0102,2023-03-29,9,205
C0103,289.81012856604724,24.19287608193382,0103,2023-03-29,9,257
C0101,374.0024532403473,52.16343009548352,0101,2023-03-29,18,209
C0102,357.4187278277577,381.6555565047445,0102,2023-03-29,18,446
C0103,443.0437765354848,477.2817561128255,0103,2023-03-29,18,305
C0101,17.338741476855933,339.54151203527033,0101,2023-03-30,9,305
C0102,204.09165450241377,311.5771412548496,0102,2023-03-30,9,156
C0103,356.13613516273824,420.09546487063807,0103,2023-03-30,9,74
C0101,388.6994969316555,299.5355996797058,0101,2023-03-30,18,367
C0102,58.52954186081244,10.715157442646673,0102,2023-03-30,18,91
C0103,357.7705239759,54.432794220678375,0103,2023-03-30,18,288
C0101,214.64797393780765,128.0886983778224,0101,2023-03-31,9,107
C0102,195.25137621191402,100.73375021707321,0102,2023-03-31,9,305
C0103,2.1963568697223046,160.76254769046528,0103,2023-03-31,9,252
C0101,464.60454150172956,113.73800744316448,0101,2023-03-31,18,282
C0102,256.1275329818166,283.2482672371757,0102,2023-03-31,18,440
C0103,164.283175437226,49.740909744988734,0103,2023-03-31,18,342
C0101,460.67812009112106,476.3777144267973,0101,2023-04-01,9,436
C0102,290.28748095892615,14.513196639658554,0102,2023-04-01,9,247
C0103,23.607820557587424,38.33370791329094,0103,2023-04-01,9,192
C0101,113.61724554467489,92.22361148718922,0101,2023-04-01,18,382
C0102,4.167666378392165,11.448772136794405,0102,2023-04-01,18,323
C0103,270.83896533859587,289.52959088395977,0103,2023-04-01,18,232
C0101,228.9555905904575,229.78063607141914,0101,2023-04-02,9,480
C0102,144.78506730005876,118.85890900446977,0102,2023-04-02,9,388
C0103,427.16209401591544,344.63190385804256,0103,2023-04-02,9,216
C0101,137.70241276700352,68.29090978930924,0101,2023-04-02,18,264
C0102,18.71059837498823,426.18267899562085,0102,2023-04-02,18,239
C0103,22.91474645593966,79.2936989473772,0103,2023-04-02,18,317
C0101,139.78213407661204,131.535793856907,0101,2023-04-03,9,106
C0102,199.72181159343256,441.1083021309833,0102,2023-04-03,9,296
C0103,359.70535030391073,455.36628465503975,0103,2023-04-03,9,247
C0101,460.68456674672774,490.00572514438215,0101,2023-04-03,18,438
C0102,155.8482190297313,104.84030192682997,0102,2023-04-03,18,308
C0103,314.04423250789216,340.48334908820016,0103,2023-04-03,18,124
C0101,43.918747105323284,410.53579836631707,0101,2023-04-04,9,113
C0102,314.2369666028944,217.80623973481673,0102,2023-04-04,9,402
C0103,76.82864418799795,252.79613546594354,0103,2023-04-04,9,445
C0101,302.4893925444668,154.98236516153457,0101,2023-04-04,18,121
C0102,123.6531311518984,220.52568997748477,0102,2023-04-04,18,265
C0103,183.73203278568974,481.80170056914386,0103,2023-04-04,18,311
C0101,2.9488179625151156,456.4305092238387,0101,2023-04-05,9,120
C0102,108.35596933171199,498.17561242728107,0102,2023-04-05,9,50
C0103,364.04768785684473,322.24918585700425,0103,2023-04-05,9,109
C0101,204.14809350968721,392.10486566314626,0101,2023-04-05,18,376
C0102,77.43401645913977,396.946193697799,0102,2023-04-05,18,471
C0103,428.84342525327907,369.8304766516966,0103,2023-04-05,18,472
C0101,325.6886565808385,260.5460826608137,0101,2023-04-06,9,151
C0102,432.82679542991974,323.7292873240384,0102,2023-04-06,9,227
C0103,217.45015695734938,392.3958590571791,0103,2023-04-06,9,133
C0101,406.55962546648266,405.3510863722301,0101,2023-04-06,18,74
C0102,114.26470666116012,18.83579495594828,0102,2023-04-06,18,452
C0103,99.93581421485803,498.0108953605329,0103,2023-04-06,18,371
C0101,4.591222621331381,114.89599062449535,0101,2023-04-07,9,354
C0102,391.32786772510974,289.34774608694664,0102,2023-04-07,9,68
C0103,424.2172672729571,481.3066853364637,0103,2023-04-07,9,102
C0101,115.87675180900597,46.32472039880503,0101,2023-04-07,18,324
C0102,433.13052248975015,122.55662750929864,0102,2023-04-07,18,256
C0103,439.1437998071375,313.9046061351301,0103,2023-04-07,18,452
C0101,301.9979102875799,475.413234263444,0101,2023-04-08,9,251
C0102,341.6408855902869,217.8703760092391,0102,2023-04-08,9,390
C0103,241.99922286844182,194.4605491658342,0103,2023-04-08,9,483
C0101,319.0596065966356,390.1817938618889,0101,2023-04-08,18,475
C0102,18.599867541275295,426.21315107092147,0102,2023-04-08,18,86
C0103,368.58018740808166,20.012657410387824,0103,2023-04-08,18,237
C0101,446.9365916429824,329.9227947995972,0101,2023-04-09,9,358
C0102,151.7790495050581,155.5120712243589,0102,2023-04-09,9,255
C0103,151.69906223819967,65.5129263725761,0103,2023-04-09,9,233
C0101,226.74317706703428,205.9683296450337,0101,2023-04-09,18,258
C0102,351.5471187423093,209.90743133920876,0102,2023-04-09,18,60
C0103,426.029811156844,212.55043257363297,0103,2023-04-09,18,90
C0101,327.64282714296496,464.9481773451431,0101,2023-04-10,9,169
C0102,269.3994355891019,272.5111285878954,0102,2023-04-10,9,395
C0103,424.7655185457034,411.81614654540317,0103,2023-04-10,9,422
C0101,313.25054075921844,432.85782921755566,0101,2023-04-10,18,130
C0102,401.6537135045314,62.3580081561464,0102,2023-04-10,18,67
C0103,259.1165523047014,128.90477727641837,0103,2023-04-10,18,246
C0101,339.74969277520745,238.1132462806646,0101,2023-04-11,9,472
C0102,168.43226281705648,428.334177503323,0102,2023-04-11,9,183
C0103,433.0999027421276,406.1878287064188,0103,2023-04-11,9,416
C0101,476.1532543407294,245.91395538995448,0101,2023-04-11,18,461
C0102,48.35181117483356,400.0355036548944,0102,2023-04-11,18,386
C0103,190.2585951148008,487.7665763119436,0103,2023-04-11,18,335
C0101,169.34260135181822,453.81698933305097,0101,2023-04-12,9,288
C0102,18.320992037942354,430.167554040074,0102,2023-04-12,9,316
C0103,381.10598762765045,321.24377316469605,0103,2023-04-12,9,127
C0101,109.41774632795148,107.24306459967237,0101,2023-04-12,18,326
C0102,14.586214198396396,77.06873152684551,0102,2023-04-12,18,441
C0103,270.362448170915,65.40427874886102,0103,2023-04-12,18,201
C0101,278.786090136684,131.66006060589763,0101,2023-04-13,9,87
C0102,473.9721037031897,496.17227191923365,0102,2023-04-13,9,164
C0103,405.7192983004637,27.19599036670084,0103,2023-04-13,9,326
C0101,89.21286589915883,284.61065686044526,0101,2023-04-13,18,377
C0102,446.8568146045441,190.09781587207337,0102,2023-04-13,18,286
C0103,354.18610866965633,150.50590667883367,0103,2023-04-13,18,467
C0101,47.458599439719976,407.67564238417856,0101,2023-04-14,9,96
C0102,36.34674407998373,51.561178567526014,0102,2023-04-14,9,256
C0103,483.48069094774,121.50097724778308,0103,2023-04-14,9,274
C0101,340.579789848952,150.24555091433461,0101,2023-04-14,18,484
C0102,191.86393712173938,388.51922205400064,0102,2023-04-14,18,352
C0103,37.375388832143145,114.90706478484347,0103,2023-04-14,18,245
C0101,430.17248649861216,348.08706848907656,0101,2023-04-15,9,169
C0102,122.74783430780833,237.29530754499845,0102,2023-04-15,9,275
C0103,394.42452888875727,40.77159857108592,0103,2023-04-15,9,311
C0101,429.88127192946774,158.98289142411465,0101,2023-04-15,18,497
C0102,435.28835694110836,340.8572649516481,0102,2023-04-15,18,471
C0103,69.85488447211496,452.9473203525694,0103,2023-04-15,18,349
C0101,225.1708984606876,401.6138791699083,0101,2023-04-16,9,485
C0102,154.00183280124895,482.3445899909561,0102,2023-04-16,9,184
C0103,248.3299623317165,29.94535669150111,0103,2023-04-16,9,73
C0101,113.61501117486932,439.3768764045126,0101,2023-04-16,18,426
C0102,458.21993898691227,36.38300661900157,0102,2023-04-16,18,349
C0103,490.76205278842315,465.4598073229326,0103,2023-04-16,18,312
C0101,262.6216430287833,340.2465976346178,0101,2023-04-17,9,150
C0102,101.62667311985146,326.4987872607856,0102,2023-04-17,9,321
C0103,166.5705917504066,168.9859645979125,0103,2023-04-17,9,476
C0101,426.08844166885956,119.17291288095377,0101,2023-04-17,18,238
C0102,125.39583337271677,3.6699568032760865,0102,2023-04-17,18,347
C0103,489.33964370246827,216.93497275323793,0103,2023-04-17,18,119
C0101,97.58234615708922,482.8409053784713,0101,2023-04-18,9,210
C0102,242.0831933200316,402.3010678137581,0102,2023-04-18,9,62
C0103,386.4126023068191,94.60863274790971,0103,2023-04-18,9,321
C0101,311.144304322925,337.63810807463335,0101,2023-04-18,18,368
C0102,133.05240781386834,405.3671940158929,0102,2023-04-18,18,129
C0103,362.5390237526674,469.78675494318225,0103,2023-04-18,18,301
C0101,427.74863644526425,391.16873526347007,0101,2023-04-19,9,110
C0102,27.041556329058746,287.3222314947082,0102,2023-04-19,9,180
C0103,17.256526609695623,357.0948871093561,0103,2023-04-19,9,140
C0101,281.4556306193303,84.07595627067144,0101,2023-04-19,18,381
C0102,437.86071728418824,297.960616002386,0102,2023-04-19,18,293
C0103,283.79587977102733,41.443543406815444,0103,2023-04-19,18,281
C0101,370.2185273694632,30.387791944522014,0101,2023-04-20,9,148
C0102,84.6285435352272,103.85096948316696,0102,2023-04-20,9,310
C0103,116.62712535391967,7.152819244229336,0103,2023-04-20,9,471
C0101,402.11763574492863,15.64322383321609,0101,2023-04-20,18,451
C0102,28.493043999733402,391.43842373834724,0102,2023-04-20,18,327
C0103,234.49945685407408,53.648627147154016,0103,2023-04-20,18,53
C0101,295.8161135092791,499.17020894220366,0101,2023-04-21,9,256
C0102,478.3419236796977,432.7392719679725,0102,2023-04-21,9,127
C0103,492.9274840718906,383.09431680125925,0103,2023-04-21,9,433
C0101,297.2988197876629,433.6420405872562,0101,2023-04-21,18,435
C0102,55.7561279397063,370.82715218421276,0102,2023-04-21,18,227
C0103,29.923241368932374,145.79518567432558,0103,2023-04-21,18,332
C0101,108.05340018625992,202.5877253994252,0101,2023-04-22,9,453
C0102,137.41482207599253,148.01506762142301,0102,2023-04-22,9,139
C0103,299.90544756226524,67.43688003506831,0103,2023-04-22,9,120
C0101,158.5740304900494,224.53396913803635,0101,2023-04-22,18,158
C0102,19.044316414991545,499.6057260363806,0102,2023-04-22,18,473
C0103,143.6724303678063,277.4352932955938,0103,2023-04-22,18,185
C0101,427.01608966105806,228.40468403039864,0101,2023-04-23,9,306
C0102,282.93775159767716,241.47127501286485,0102,2023-04-23,9,161
C0103,211.53741351114792,491.9414753921116,0103,2023-04-23,9,200
C0101,280.9719142287969,34.00196353590545,0101,2023-04-23,18,498
C0102,283.45879024144654,476.23607419144264,0102,2023-04-23,18,268
C0103,107.75042471566132,95.0597410151422,0103,2023-04-23,18,466
C0101,76.12792750578495,409.8921747061737,0101,2023-04-24,9,54
C0102,169.02328532962287,162.4035844198502,0102,2023-04-24,9,270
C0103,137.70662147719392,441.3098870572041,0103,2023-04-24,9,129
C0101,122.00886782094045,355.2024030326392,0101,2023-04-24,18,234
C0102,317.7272784458992,357.6827772970476,0102,2023-04-24,18,343
C0103,50.61685728445969,0.9943707250723577,0103,2023-04-24,18,419
C0101,25.283120578077078,353.39662957440595,0101,2023-04-25,9,318
C0102,165.55269100818342,390.59708319722176,0102,2023-04-25,9,470
C0103,364.5922554343347,489.0307896429599,0103,2023-04-25,9,131
C0101,83.03648364344696,382.61570029387116,0101,2023-04-25,18,261
C0102,409.4094320107197,353.6500378524576,0102,2023-04-25,18,159
C0103,185.59129165995225,345.1575016117744,0103,2023-04-25,18,438
C0101,131.924319581531,223.22007296991882,0101,2023-04-26,9,76
C0102,77.26683632407256,17.976624000994367,0102,2023-04-26,9,159
C0103,335.71212909616696,437.63654413870825,0103,2023-04-26,9,317
C0101,214.61769172386357,1.773474151286758,0101,2023-04-26,18,191
C0102,206.42738626572444,140.6610575410422,0102,2023-04-26,18,386
C0103,454.25859142553105,253.07628456075625,0103,2023-04-26,18,308
C0101,337.76632995143086,352.74141990281,0101,2023-04-27,9,345
C0102,173.28530390591308,56.572775632497965,0102,2023-04-27,9,118
C0103,220.37330189429517,443.6428408048718,0103,2023-04-27,9,473
C0101,228.0764916094632,104.6617728976258,0101,2023-04-27,18,266
C0102,155.1086400435279,468.2997862674542,0102,2023-04-27,18,295
C0103,365.69329277500805,21.0708324572379,0103,2023-04-27,18,186
C0101,64.15698004724895,155.7389581524491,0101,2023-04-28,9,263
C0102,109.64582743952617,363.37230504250397,0102,2023-04-28,9,455
C0103,83.76223344984501,306.4210230590708,0103,2023-04-28,9,250
C0101,310.9739505698362,143.13826083126523,0101,2023-04-28,18,314
C0102,81.05149847629146,443.24287456852414,0102,2023-04-28,18,263
C0103,106.02158486046903,206.66452659771767,0103,2023-04-28,18,306
C0101,33.54574646260345,237.6880583011871,0101,2023-04-29,9,401
C0102,66.36311868669681,222.18616759127164,0102,2023-04-29,9,240
C0103,319.7661697963529,464.2452223667123,0103,2023-04-29,9,89
C0101,251.2176431848797,385.02555893057115,0101,2023-04-29,18,366
C0102,139.96764067542279,334.3907992224446,0102,2023-04-29,18,430
C0103,36.275565224762715,312.1328182308914,0103,2023-04-29,18,52
C0101,96.27478719397986,344.3647931323572,0101,2023-04-30,9,349
C0102,31.83337470396236,196.24833329733494,0102,2023-04-30,9,336
C0103,306.5010991534779,356.7408157916792,0103,2023-04-30,9,160
C0101,165.22145083251294,418.3580211273922,0101,2023-04-30,18,417
C0102,177.12721300282215,3.4934206000015178,0102,2023-04-30,18,125
C0103,120.83429857896616,62.19065099676385,0103,2023-04-30,18,324
C0101,129.17890500240702,413.9569990397026,0101,2023-05-01,9,265
C0102,480.84831193512053,151.4151815001255,0102,2023-05-01,9,461
C0103,227.96435409452482,401.26305140409187,0103,2023-05-01,9,251
C0101,192.57159315647326,118.63724461482106,0101,2023-05-01,18,193
C0102,286.1836596758629,329.63334941265515,0102,2023-05-01,18,208
C0103,12.115258255782136,367.953906684985,0103,2023-05-01,18,193
C0101,308.29864467329514,109.49939280068038,0101,2023-05-02,9,319
C0102,478.55679463483864,315.101772504643,0102,2023-05-02,9,191
C0103,297.7388781956923,319.8453687317717,0103,2023-05-02,9,403
C0101,169.9295367464974,140.45798805257775,0101,2023-05-02,18,479
C0102,188.3712401346122,400.47454703861376,0102,2023-05-02,18,349
C0103,103.41234897634222,114.1227562390994,0103,2023-05-02,18,104
C0101,318.18869559350685,320.7915123146192,0101,2023-05-03,9,270
C0102,138.09613627563022,377.32596565975757,0102,2023-05-03,9,217
C0103,15.863283474914669,369.3688553740468,0103,2023-05-03,9,59
C0101,451.38852847391564,206.84662286126598,0101,2023-05-03,18,144
C0102,321.1484516712219,60.48465488392102,0102,2023-05-03,18,166
C0103,350.3042971777801,275.1777251661034,0103,2023-05-03,18,164
C0101,385.23869048227874,281.70116988037597,0101,2023-05-04,9,427
C0102,429.1294908647177,212.34495865292035,0102,2023-05-04,9,306
C0103,447.522359828752,186.10762402249946,0103,2023-05-04,9,379
C0101,389.71063836988935,5.773199748164259,0101,2023-05-04,18,197
C0102,86.09605991940195,35.882869893891446,0102,2023-05-04,18,315
C0103,314.035500664298,5.18797293125356,0103,2023-05-04,18,280
C0101,80.73177427016893,151.2706792978528,0101,2023-05-05,9,242
C0102,48.56635844726148,86.4237280252682,0102,2023-05-05,9,182
C0103,423.5258804861856,350.2905708070019,0103,2023-05-05,9,80
C0101,131.7037321580425,40.09960107667593,0101,2023-05-05,18,183
C0102,174.4529686989919,199.03475731383068,0102,2023-05-05,18,422
C0103,371.557857007605,239.5768871745037,0103,2023-05-05,18,456
C0101,67.42863439503999,328.0808245041646,0101,2023-05-06,9,52
C0102,39.02242600367689,424.3038839307141,0102,2023-05-06,9,471
C0103,90.05727760957876,350.64046715703097,0103,2023-05-06,9,109
C0101,300.00677744365197,118.81229211461152,0101,2023-05-06,18,132
C0102,270.84903107663644,300.0789345728386,0102,2023-05-06,18,160
C0103,341.3994389033729,34.51478769247124,0103,2023-05-06,18,328
C0101,351.69370191896843,77.29886211770676,0101,2023-05-07,9,299
C0102,62.01880711870428,239.70735527587766,0102,2023-05-07,9,354
C0103,193.3842129909029,483.67317832163366,0103,2023-05-07,9,450
C0101,44.102956625657384,350.4432307189807,0101,2023-05-07,18,333
C0102,97.06919963949161,143.07518135667829,0102,2023-05-07,18,98
C0103,388.1127201541996,472.0404693931951,0103,2023-05-07,18,220
C0101,462.16758842399184,85.3418158970064,0101,2023-05-08,9,341
C0102,414.26650963975584,144.10913141575344,0102,2023-05-08,9,77
C0103,291.41305191146046,489.31373261815537,0103,2023-05-08,9,197
C0101,187.42794592842748,433.799473073058,0101,2023-05-08,18,133
C0102,324.99027353902073,468.7765033764462,0102,2023-05-08,18,499
C0103,151.7849840204087,402.5543027612441,0103,2023-05-08,18,334
C0101,379.6318774605389,466.8094705394318,0101,2023-05-09,9,181
C0102,251.41964356715485,161.9115501808377,0102,2023-05-09,9,264
C0103,134.37916725326664,498.26390957064973,0103,2023-05-09,9,96
C0101,264.82323150058903,477.5427911819183,0101,2023-05-09,18,489
C0102,178.07772380322123,424.9971620373432,0102,2023-05-09,18,147
C0103,358.5330570698321,359.1014662021214,0103,2023-05-09,18,335
C0101,317.91432500313164,426.1640056600563,0101,2023-05-10,9,127
C0102,424.59447548154475,91.70758196027428,0102,2023-05-10,9,226
C0103,99.97971010002843,358.67161019600155,0103,2023-05-10,9,369
C0101,451.15053743378365,137.34145240236396,0101,2023-05-10,18,387
C0102,28.03472619322128,253.73586270344728,0102,2023-05-10,18,346
C0103,485.73292682342674,428.9131476023657,0103,2023-05-10,18,443
C0101,244.97822483630262,431.6911180355155,0101,2023-05-11,9,190
C0102,460.58482561742926,283.42298050902366,0102,2023-05-11,9,146
C0103,194.6817929010511,290.82059108216083,0103,2023-05-11,9,128
C0101,120.06075638238318,50.939901384367936,0101,2023-05-11,18,402
C0102,366.5600518310907,476.2344831664615,0102,2023-05-11,18,184
C0103,71.29172704511232,321.6926847285284,0103,2023-05-11,18,336
C0101,58.31604809044172,151.76237650995594,0101,2023-05-12,9,175
C0102,243.75081204395005,160.6770927539506,0102,2023-05-12,9,64
C0103,48.7609449226985,154.51365114132588,0103,2023-05-12,9,391
C0101,144.54077775023538,71.536058696465,0101,2023-05-12,18,341
C0102,272.3987325128893,376.61363529324154,0102,2023-05-12,18,483
C0103,236.04855655657192,355.5362104618601,0103,2023-05-12,18,423
C0101,416.66387422205105,336.4446152858628,0101,2023-05-13,9,476
C0102,29.969683570451433,145.01718729791335,0102,2023-05-13,9,287
C0103,159.90757872286332,197.50562546703958,0103,2023-05-13,9,363
C0101,104.43767117642145,270.7774555036469,0101,2023-05-13,18,477
C0102,495.60905334711015,309.39728039032906,0102,2023-05-13,18,491
C0103,480.09546588905386,168.14633452690842,0103,2023-05-13,18,144
C0101,23.935354799315522,215.6808837298402,0101,2023-05-14,9,350
C0102,409.4318865476726,109.9779171236277,0102,2023-05-14,9,158
C0103,409.92701111890636,18.085508267404848,0103,2023-05-14,9,185
C0101,21.096763392506766,469.2699219934958,0101,2023-05-14,18,468
C0102,36.84563791574808,436.29180127921154,0102,2023-05-14,18,420
C0103,297.21191880370515,17.993042032840467,0103,2023-05-14,18,424
C0101,310.57140338480735,308.92321041343,0101,2023-05-15,9,248
C0102,315.76278572336037,484.0537016226467,0102,2023-05-15,9,300
C0103,497.7536238284834,260.24790332291997,0103,2023-05-15,9,83
C0101,66.98452182258896,360.1754396700076,0101,2023-05-15,18,91
C0102,490.98179361153285,218.02761186597385,0102,2023-05-15,18,244
C0103,176.52227625247423,192.5051385602612,0103,2023-05-15,18,94
C0101,498.29766694263236,343.29167664719364,0101,2023-05-16,9,491
C0102,168.5383584712079,24.279356249462925,0102,2023-05-16,9,103
C0103,326.53025405572464,336.36963443853335,0103,2023-05-16,9,373
C0101,167.7599706493813,451.4191834685062,0101,2023-05-16,18,75
C0102,413.40801503740215,287.10628490560805,0102,2023-05-16,18,102
C0103,496.4259560334964,361.0977797595636,0103,2023-05-16,18,268
C0101,476.31760559790615,35.79260717659166,0101,2023-05-17,9,215
C0102,15.555517872440028,433.9588073445877,0102,2023-05-17,9,145
C0103,347.1157205826653,88.82582642106868,0103,2023-05-17,9,65
C0101,477.8986113073519,112.29890246235347,0101,2023-05-17,18,488
C0102,323.50487652135524,334.05145836779286,0102,2023-05-17,18,253
C0103,344.38989613424974,110.67009738602707,0103,2023-05-17,18,51
C0101,450.6593753009196,419.25356627975793,0101,2023-05-18,9,248
C0102,378.7769811721734,82.45271927379211,0102,2023-05-18,9,457
C0103,180.2771564942579,354.4657367932098,0103,2023-05-18,9,397
C0101,355.01646680837075,168.07936248630224,0101,2023-05-18,18,195
C0102,88.86472717560423,259.0819091947681,0102,2023-05-18,18,353
C0103,258.5978436413793,320.9336491496449,0103,2023-05-18,18,358
C0101,219.0255090521654,389.1656644916724,0101,2023-05-19,9,390
C0102,287.3033170426584,217.6858577377803,0102,2023-05-19,9,342
C0103,267.86377806897775,25.504860845730892,0103,2023-05-19,9,479
C0101,102.20586463271059,430.0744801959209,0101,2023-05-19,18,350
C0102,406.1718840949861,263.9773331033264,0102,2023-05-19,18,422
C0103,335.40162190797037,70.63002244565664,0103,2023-05-19,18,431
C0101,370.3863773145944,497.9032328360422,0101,2023-05-20,9,496
C0102,122.45971733071693,298.8703741917823,0102,2023-05-20,9,68
C0103,207.59722666263187,318.77810327332145,0103,2023-05-20,9,78
C0101,393.99473394975473,35.451460070372974,0101,2023-05-20,18,313
C0102,220.3080349642242,430.0268948449002,0102,2023-05-20,18,364
C0103,251.8944026351227,10.789313146816637,0103,2023-05-20,18,213
C0101,112.08694754214926,231.82756079117328,0101,2023-05-21,9,253
C0102,357.3274384550715,305.93999079577225,0102,2023-05-21,9,229
C0103,440.14126108224934,427.38535084870057,0103,2023-05-21,9,156
C0101,8.81936451693549,427.2353848518812,0101,2023-05-21,18,158
C0102,164.56043205251646,173.5548546203,0102,2023-05-21,18,103
C0103,346.50363307361636,140.05445918039737,0103,2023-05-21,18,121
C0101,88.37155053112184,251.69537053078912,0101,2023-05-22,9,198
C0102,134.79929876248414,361.01950049442536,0102,2023-05-22,9,387
C0103,230.9875548355357,201.8863616195509,0103,2023-05-22,9,443
C0101,72.79048265972993,166.31688342461376,0101,2023-05-22,18,211
C0102,439.625765313741,51.083462236029334,0102,2023-05-22,18,328
C0103,53.74826374390895,181.0158211496769,0103,2023-05-22,18,481
C0101,303.1530869002721,418.9207018040743,0101,2023-05-23,9,452
C0102,70.55111202921593,314.18906233086284,0102,2023-05-23,9,114
C0103,146.37331620238896,322.2510485089952,0103,2023-05-23,9,153
C0101,38.43525549377252,422.2470615388913,0101,2023-05-23,18,419
C0102,18.79267817722069,449.4130926444065,0102,2023-05-23,18,300
C0103,333.7276012303913,492.12765247208694,0103,2023-05-23,18,489
C0101,410.9959210643019,22.182750066906454,0101,2023-05-24,9,372
C0102,10.399244711132793,225.95347995969033,0102,2023-05-24,9,51
C0103,311.6913055588322,240.7359113502645,0103,2023-05-24,9,276
C0101,224.8013170564393,21.281901555194327,0101,2023-05-24,18,354
C0102,113.08335242551031,496.3121183023551,0102,2023-05-24,18,403
C0103,162.3828688723647,76.39602450958716,0103,2023-05-24,18,205
C0101,493.57186105947983,115.22966079629937,0101,2023-05-25,9,292
C0102,21.023729076097673,33.23616503167759,0102,2023-05-25,9,341
